Id,Label,timeset,tf,ntf,df,idf,nidf,tdf,tf-idf,stopword,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
9125,kit,,43,11.33533206,35,7.264450223,7.264110172,1505,82.34495552,0,19,23,42,34,33,67,4,0.456289,0.468612,0.000003
9126,kiss,,119,10.31740868,80,6.43777165,6.436981353,9520,66.42112112,0,42,48,90,107,103,210,4,0.466211,0.476804,0.000009
9127,kirov,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,1,2,3,3,3,6,5,0.32237,0.325597,0
9128,kirkpatrick,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,3,3,6,4,5,9,5,0.384271,0.400477,0
9129,kirkland,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,3,3,6,3,3,6,5,0.377745,0.394301,0
9130,kirk,,46,11.26789078,37,7.208880372,7.208520314,1702,81.22887668,0,20,15,35,31,28,59,4,0.41835,0.435558,0.000013
9131,kirchoff,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,2,2,4,5,0.395565,0.41265,0
9132,kirchner,,9,12.8993076,3,9.721185996,9.721165996,27,125.3965684,0,3,7,10,4,9,13,5,0.363132,0.376136,0
9133,kirby,,87,10.63062406,24,7.641744454,7.641514432,2088,81.23651244,0,47,45,92,66,68,134,4,0.452543,0.466007,0.000027
9134,kipling,,27,11.80069531,16,8.047209562,8.047059554,432,94.96266815,0,9,18,27,25,20,45,4,0.404332,0.421953,0.000011
9135,kiowa,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,3,1,4,3,3,6,5,0.325677,0.329423,0
9136,kiosk,,5,13.48709426,4,9.433503923,9.433473923,20,127.2305567,0,4,3,7,4,3,7,4,0.413372,0.430567,0
9137,kinsman,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,4,3,7,4,4,8,4,0.389986,0.406747,0.000001
9138,kinney,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,3,2,5,4,2,6,5,0.384262,0.400449,0
9139,kinkajou,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
9140,kink,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,1,3,4,1,3,4,5,0.355475,0.36727,0
9141,kingston,,55,11.08919899,32,7.354062381,7.35375234,1760,81.55066115,0,21,24,45,41,47,88,4,0.395601,0.413108,0.000002
9142,kingsley,,14,12.45747485,9,8.622573707,8.622493705,126,107.4154951,0,9,6,15,10,7,17,5,0.366264,0.379959,0
9143,kingpin,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.334224,0.341137,0
9144,kingfisher,,9,12.8993076,5,9.210360372,9.210320372,45,118.8072715,0,8,5,13,9,8,17,4,0.407226,0.424807,0
9145,kingdom,,2170,7.414049731,1680,3.393249212,3.376317003,3645600,25.15771841,0,106,307,413,696,1897,2593,4,0.48264,0.493789,0.000137
9146,king,,3792,6.855883314,2070,3.184494398,3.163587784,7849440,21.83252201,0,487,367,854,3012,3219,6231,4,0.481867,0.494381,0.000872
9147,kinetic,,48,11.22533117,33,7.323290723,7.322970678,1584,82.20636359,0,19,5,24,35,46,81,5,0.325163,0.328792,0
9148,kinematic,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,1,3,5,0.296874,0.30288,0
9149,kindred,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,2,2,4,5,0.306983,0.312161,0
9150,kindle,,16,12.32394346,4,9.433503923,9.433473923,64,116.2579689,0,7,11,18,16,16,32,5,0.359128,0.371311,0
9151,kindergarten,,20,12.1007999,12,8.334891634,8.334781631,240,100.8588559,0,11,12,23,14,17,31,4,0.410456,0.427962,0.000005
9152,kind,,1071,8.120184107,942,3.97179301,3.962338646,1008882,32.25169047,0,97,58,155,1039,1041,2080,4,0.467427,0.47794,0.000022
9153,kin,,12,12.61162553,12,8.334891634,8.334781631,144,105.1165321,0,9,9,18,11,10,21,4,0.43087,0.447036,0.000057
9154,kimono,,16,12.32394346,8,8.740356743,8.740286741,128,107.7156623,0,11,12,23,15,14,29,4,0.418458,0.435661,0
9155,kimberly,,11,12.6986369,8,8.740356743,8.740286741,88,110.9906167,0,9,8,17,9,8,17,4,0.418557,0.435605,0.000002
9156,kimball,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,4,3,7,4,3,7,4,0.390501,0.407306,0
9157,kim,,133,10.20618305,69,6.58569178,6.585011562,9177,67.21477581,0,67,57,124,93,87,180,4,0.452728,0.466382,0.000041
9158,kill,,437,9.016598982,357,4.942062502,4.938496222,156009,44.56059573,0,50,116,166,397,369,766,4,0.469504,0.480555,0.000037
9159,kilimanjaro,,7,13.15062203,3,9.721185996,9.721165996,21,127.8396427,0,6,3,9,6,5,11,4,0.399159,0.41646,0
9160,kilgore,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.398085,0.415828,0.000053
9161,kigali,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,3,1,4,3,3,6,5,0.398076,0.415824,0
9162,kiev,,45,11.28986969,37,7.208880372,7.208520314,1665,81.38731999,0,8,23,31,41,34,75,4,0.439294,0.454561,0.000002
9163,kieffer,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.311831,0.316327,0
9164,kidney,,38,11.45894602,30,7.418600903,7.418310866,1140,85.00934727,0,19,14,33,34,23,57,4,0.435875,0.451425,0.000012
9165,kidnapping,,16,12.32394346,14,8.180740955,8.180610949,224,100.8189889,0,8,11,19,13,13,26,5,0.389046,0.406037,0
9166,kidnapped,,47,11.24638458,43,7.058598169,7.058178089,2021,79.38370957,0,17,20,37,42,42,84,4,0.450613,0.46396,0.000004
9167,kidnap,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,2,5,7,6,6,12,5,0.398424,0.416232,0
9168,kiddie,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,1,3,2,1,3,1,1,1,0.000052
9169,kid,,79,10.72708432,59,6.74226084,6.741680684,4661,72.32480057,0,28,40,68,66,64,130,4,0.445714,0.460336,0.000062
9170,kickoff,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.398072,0.415819,0
9171,kick,,58,11.03608917,32,7.354062381,7.35375234,1856,81.16008818,0,27,23,50,49,41,90,4,0.459133,0.470856,0.000072
9172,kibbutzim,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.345599,0.354479,0
9173,khrushchev,,16,12.32394346,7,8.873888135,8.873828135,112,109.3612956,0,5,11,16,5,12,17,4,0.416319,0.43367,0
9174,khmer,,33,11.60002462,18,7.929426526,7.929256515,594,91.9815429,0,10,15,25,31,30,61,5,0.358324,0.370396,0.000014
9175,khartoum,,11,12.6986369,8,8.740356743,8.740286741,88,110.9906167,0,7,9,16,10,11,21,4,0.414114,0.431591,0.000001
9176,khan,,394,9.120181268,219,5.430726554,5.428544218,86286,49.52921059,0,44,95,139,91,248,339,4,0.473007,0.482794,0.000012
9177,khaki,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,2,4,2,2,4,5,0.398085,0.415852,0
9178,keyword,,5,13.48709426,4,9.433503923,9.433473923,20,127.2305567,0,3,4,7,3,5,8,5,0.39598,0.413129,0
9179,keystone,,9,12.8993076,7,8.873888135,8.873828135,63,114.4670127,0,6,5,11,7,5,12,5,0.351053,0.361319,0
9180,keynote,,12,12.61162553,4,9.433503923,9.433473923,48,118.9718189,0,6,9,15,7,9,16,4,0.427869,0.444228,0
9181,keynesian,,6,13.30477271,5,9.210360372,9.210320372,30,122.5417513,0,4,0,4,5,0,5,0,0,0,0
9182,keynes,,57,11.03608917,20,7.824066011,7.823875996,1140,86.34709014,0,14,28,42,42,41,83,4,0.451886,0.465162,0.000007
9183,keyhole,,7,13.15062203,6,9.028038815,9.027988815,42,118.7243261,0,3,3,6,3,4,7,5,0.343233,0.351801,0
9184,keyes,,5,13.48709426,4,9.433503923,9.433473923,20,127.2305567,0,5,4,9,5,5,10,5,0.361955,0.374881,0
9185,keyboard,,173,9.943240583,126,5.983516377,5.98226562,21798,59.49554287,0,36,61,97,132,125,257,4,0.467575,0.478109,0.000033
9186,key,,577,8.738689911,283,5.174351387,5.171527459,163291,45.21705226,0,132,145,277,485,463,948,4,0.474918,0.485151,0.00009
9187,kevin,,130,10.22899773,99,6.224678434,6.223697973,12870,63.67222155,0,52,44,96,85,77,162,4,0.429536,0.446374,0.000092
9188,kettle,,8,13.01709064,8,8.740356743,8.740286741,64,113.7740159,0,6,5,11,7,6,13,5,0.358259,0.370258,0
9189,kettering,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,1,3,4,2,3,5,5,0.328218,0.331938,0
9190,ketone,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.360828,0.373485,0
9191,keto,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,3,6,3,3,6,4,0.412373,0.42983,0
9192,ketchup,,26,11.83843564,13,8.254848927,8.254728922,338,97.72449773,0,14,15,29,21,20,41,4,0.431415,0.447501,0.000001
9193,kestrel,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,1,1,2,5,0.336021,0.342018,0
9194,kessler,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.384237,0.400402,0
9195,kerry,,32,11.63079627,21,7.775275846,7.77507583,672,90.43264935,0,19,15,34,28,22,50,4,0.433215,0.449106,0.00001
9196,kerr,,16,12.32394346,11,8.421903011,8.421803008,176,103.7910565,0,7,11,18,10,11,21,4,0.416524,0.433858,0
9197,kerouac,,27,11.80069531,10,8.517213191,8.517123189,270,100.5090378,0,12,14,26,25,21,46,4,0.396325,0.413667,0.000002
9198,kerosene,,15,12.38848198,10,8.517213191,8.517123189,150,105.5153421,0,8,11,19,10,13,23,4,0.421409,0.438384,0.000001
9199,kernel,,72,10.81986606,30,7.418600903,7.418310866,2160,80.26826811,0,28,32,60,41,48,89,4,0.453202,0.466284,0.000166
9200,kern,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,1,1,2,2,2,4,5,0.325677,0.329423,0
9201,kermit,,21,12.05200974,9,8.622573707,8.622493705,189,103.9193423,0,10,8,18,15,18,33,4,0.405357,0.422967,0.000004
9202,kerchief,,3,13.99791989,1,10.81979828,10.81979828,3,151.4546696,0,2,2,4,2,2,4,5,0.355632,0.367058,0
9203,kept,,425,9.044443008,376,4.890209141,4.886452167,159800,44.22921787,0,83,102,185,370,374,744,4,0.469765,0.480522,0.000036
9204,kepler,,26,11.83843564,17,7.98658494,7.986424931,442,94.54867179,0,10,14,24,24,14,38,5,0.391077,0.408096,0.000001
9205,kenyon,,6,13.30477271,5,9.210360372,9.210320372,30,122.5417513,0,5,3,8,5,6,11,5,0.338379,0.345032,0
9206,kenya,,62,10.96939779,47,6.969650683,6.969190586,2914,76.45287081,0,18,27,45,50,48,98,4,0.444275,0.458871,0.000009
9207,kentucky,,1017,8.171919781,530,4.546921278,4.541617342,539010,37.15707593,0,201,253,454,769,767,1536,4,0.464006,0.478978,0.000687
9208,kenton,,26,11.83843564,22,7.728755831,7.728545813,572,91.49637848,0,5,5,10,24,26,50,4,0.405886,0.423488,0
9209,kent,,194,9.828674018,131,5.944600961,5.943300141,25414,58.42754501,0,34,71,105,159,168,327,4,0.463497,0.475161,0.000017
9210,kensington,,32,11.63079627,13,8.254848927,8.254728922,416,96.01046614,0,15,11,26,28,22,50,4,0.426553,0.443045,0
9211,kenney,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,1,1,2,5,0.318644,0.322412,0
9212,kenneth,,63,10.95339745,46,6.991156888,6.990706795,2898,76.57692003,0,30,27,57,42,33,75,5,0.348702,0.358621,0.000006
9213,kennel,,12,12.61162553,11,8.421903011,8.421803008,132,106.213887,0,4,1,5,5,7,12,5,0.322745,0.32609,0
9214,kennedy,,115,10.35160005,74,6.515733191,6.515002939,8510,67.44826402,0,38,43,81,103,82,185,4,0.442216,0.457401,0.000022
9215,kennan,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,1,1,2,2,1,3,5,0.319136,0.322512,0
9216,kendall,,8,13.01709064,8,8.740356743,8.740286741,64,113.7740159,0,5,3,8,6,3,9,5,0.384929,0.401205,0
9217,ken,,58,11.03608917,50,6.907775279,6.907285168,2900,76.23482392,0,28,25,53,42,32,74,5,0.366347,0.380468,0.00012
9218,kemp,,8,13.01709064,8,8.740356743,8.740286741,64,113.7740159,0,5,5,10,7,5,12,4,0.428499,0.444736,0.000001
9219,kelvin,,25,11.87765635,17,7.98658494,7.986424931,425,94.86191135,0,14,16,30,24,24,48,4,0.445133,0.459345,0
9220,kelsey,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,2,1,3,2,1,3,5,0.398076,0.415824,0.000053
9221,kelp,,19,12.1520932,7,8.873888135,8.873828135,133,107.8363156,0,11,9,20,13,12,25,4,0.400845,0.418277,0
9222,kelly,,230,9.658452868,106,6.15635919,6.155308659,24380,59.46090508,0,76,91,167,197,179,376,4,0.458872,0.471894,0.000074
9223,kellogg,,17,12.26331883,13,8.254848927,8.254728922,221,101.2318443,0,10,11,21,11,13,24,4,0.409132,0.426779,0
9224,kelley,,14,12.45747485,9,8.622573707,8.622493705,126,107.4154951,0,10,10,20,13,13,26,5,0.36952,0.383821,0.000053
9225,keller,,21,12.05200974,17,7.98658494,7.986424931,357,96.25439949,0,11,15,26,18,17,35,4,0.405524,0.423108,0.000001
9226,keith,,60,11.00218762,48,6.948597273,6.948127172,2880,76.44977086,0,33,32,65,44,39,83,5,0.364302,0.37802,0.000037
9227,keep,,584,8.726631195,511,4.583428694,4.578315747,298424,39.99789182,0,56,114,170,538,473,1011,4,0.467969,0.479405,0.000011
9228,keenan,,16,12.32394346,5,9.210360372,9.210320372,80,113.5079604,0,10,10,20,15,13,28,4,0.432382,0.448271,0.000001
9229,keen,,12,12.61162553,12,8.334891634,8.334781631,144,105.1165321,0,7,6,13,12,8,20,5,0.364295,0.377743,0
9230,keel,,8,13.01709064,8,8.740356743,8.740286741,64,113.7740159,0,4,6,10,6,7,13,5,0.407544,0.425111,0
9231,keats,,24,11.91847835,10,8.517213191,8.517123189,240,101.512221,0,14,12,26,24,15,39,4,0.425163,0.441797,0.000001
9232,keaton,,16,12.32394346,13,8.254848927,8.254728922,208,101.7322914,0,5,12,17,12,14,26,4,0.433067,0.448928,0.000003
9233,kazoo,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.377705,0.394214,0
9234,kayo,,3,13.99791989,1,10.81979828,10.81979828,3,151.4546696,0,1,2,3,1,2,3,5,0.328175,0.332431,0
9235,kay,,23,11.96103796,18,7.929426526,7.929256515,414,94.84417169,0,17,13,30,19,16,35,4,0.405848,0.423507,0.000006
9236,kaufman,,7,13.15062203,6,9.028038815,9.027988815,42,118.7243261,0,5,7,12,7,7,14,4,0.390346,0.407202,0
9237,kauffman,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.384337,0.400529,0
9238,katz,,9,12.8993076,6,9.028038815,9.027988815,54,116.4554497,0,5,6,11,5,6,11,5,0.385707,0.402134,0
9239,katydid,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,2,1,3,2,1,3,5,0.319464,0.322891,0
9240,katowice,,6,13.30477271,3,9.721185996,9.721165996,18,129.3381701,0,5,6,11,5,6,11,4,0.401062,0.418718,0.000001
9241,katie,,26,11.83843564,25,7.600922459,7.600682435,650,89.98303133,0,14,11,25,22,18,40,5,0.329754,0.334302,0.000001
9242,kathy,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,5,1,6,5,1,6,5,0.319056,0.322952,0.000053
9243,kathleen,,27,11.80069531,25,7.600922459,7.600682435,675,89.69617003,0,15,11,26,20,12,32,5,0.370407,0.385013,0.000001
9244,katherine,,46,11.26789078,33,7.323290723,7.322970678,1518,82.51804002,0,28,26,54,39,36,75,5,0.421399,0.438672,0.000016
9245,katharine,,21,12.05200974,17,7.98658494,7.986424931,357,96.25439949,0,13,7,20,14,17,31,5,0.323522,0.326915,0.000006
9246,kate,,82,10.68981293,61,6.70892442,6.708324252,5002,71.71714701,0,46,26,72,71,49,120,4,0.394607,0.412104,0.000026
9247,kaskaskia,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,3,2,5,3,3,6,5,0.360969,0.373739,0
9248,kashmir,,360,9.210428146,197,5.536594555,5.534632671,70920,50.99440633,0,39,82,121,278,292,570,4,0.468401,0.47909,0.00001
9249,karp,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.378604,0.394393,0
9250,karol,,9,12.8993076,6,9.028038815,9.027988815,54,116.4554497,0,7,2,9,8,2,10,5,0.336193,0.342239,0
9251,karma,,12,12.61162553,6,9.028038815,9.027988815,72,113.8582448,0,8,5,13,11,7,18,5,0.350146,0.36038,0
9252,karl,,171,9.954868621,147,5.829365697,5.82790466,25137,58.03056966,0,78,44,122,123,98,221,4,0.435298,0.451486,0.000081
9253,karen,,39,11.43297053,27,7.523961418,7.52370139,1053,86.02122917,0,23,22,45,32,25,57,4,0.43366,0.449618,0.00001
9254,karate,,41,11.38296011,18,7.929426526,7.929256515,738,90.26034585,0,12,19,31,30,28,58,4,0.438015,0.453359,0
9255,karamazov,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.297847,0.303863,0
9256,karachi,,100,10.49136199,50,6.907775279,6.907285168,5000,72.471971,0,29,34,63,95,68,163,4,0.446476,0.460843,0.000001
9257,kappa,,42,11.35886256,20,7.824066011,7.823875996,840,88.87249047,0,23,22,45,33,35,68,4,0.450419,0.463828,0.000009
9258,kapok,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,3,3,6,3,3,6,5,0.366627,0.380555,0
9259,kaplan,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,2,3,1,2,3,5,0.350091,0.359859,0
9260,kaolinite,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,3,3,6,3,3,6,4,0.422613,0.43929,0
9261,kaolin,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.384237,0.400402,0
9262,kant,,26,11.83843564,14,8.180740955,8.180610949,364,96.84717527,0,9,13,22,11,17,28,5,0.401743,0.419255,0
9263,kansas,,217,9.716634824,133,5.929449156,5.92812831,28861,57.61429216,0,69,74,143,195,197,392,4,0.462085,0.474114,0.000038
9264,kannada,,27,11.80069531,14,8.180740955,8.180610949,378,96.53843143,0,12,8,20,20,21,41,4,0.401461,0.418873,0.000001
9265,kankakee,,8,13.01709064,3,9.721185996,9.721165996,24,126.5415592,0,6,6,12,7,8,15,4,0.408953,0.426436,0
9266,kangaroo,,70,10.84803694,30,7.418600903,7.418310866,2100,80.4772566,0,25,22,47,55,46,101,4,0.436872,0.452435,0.000001
9267,kane,,39,11.43297053,25,7.600922459,7.600682435,975,86.90112249,0,18,20,38,30,31,61,4,0.455224,0.467687,0.000022
9268,kampuchea,,8,13.01709064,4,9.433503923,9.433473923,32,122.7967756,0,3,6,9,7,6,13,5,0.35611,0.367601,0
9269,kampala,,7,13.15062203,4,9.433503923,9.433473923,28,124.0564445,0,7,6,13,7,6,13,4,0.426215,0.442656,0
9270,kamikaze,,13,12.53158282,7,8.873888135,8.873828135,91,111.2038641,0,8,6,14,11,6,17,5,0.364849,0.378215,0
9271,kamchatka,,5,13.48709426,2,10.1266511,10.1266411,10,136.579098,0,3,3,6,3,4,7,5,0.328905,0.332935,0
9272,kalmia,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
9273,kaleidoscope,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.375317,0.391855,0
9274,kale,,8,13.01709064,5,9.210360372,9.210320372,40,119.8920957,0,4,5,9,4,6,10,4,0.412814,0.430272,0
9275,kalamazoo,,13,12.53158282,4,9.433503923,9.433473923,52,118.2167357,0,8,8,16,12,13,25,5,0.363877,0.377055,0
9276,kaiser,,29,11.72923635,25,7.600922459,7.600682435,725,89.15301598,0,12,13,25,21,24,45,4,0.439446,0.454505,0.000002
9277,kahn,,23,11.96103796,9,8.622573707,8.622493705,207,103.1349314,0,16,13,29,20,16,36,4,0.406667,0.424211,0.000002
9278,kafkaesque,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
9279,kafka,,10,12.79394708,5,9.210360372,9.210320372,50,117.8368632,0,3,7,10,7,9,16,4,0.403459,0.421019,0
9280,kabul,,22,12.00548972,15,8.111748083,8.111608076,330,97.38550826,0,10,12,22,20,19,39,4,0.434296,0.449993,0
9281,kabuki,,7,13.15062203,4,9.433503923,9.433473923,28,124.0564445,0,5,3,8,6,7,13,5,0.362747,0.375715,0
9282,k,,116,10.32584755,91,6.377147028,6.376306692,10556,65.84944803,0,56,50,106,95,87,182,4,0.452393,0.46596,0.000057
9283,juxtaposition,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.359172,0.371523,0
9284,juvenile,,13,12.53158282,12,8.334891634,8.334781631,156,104.4493848,0,6,9,15,11,10,21,5,0.385196,0.401608,0
9285,jutland,,11,12.6986369,8,8.740356743,8.740286741,88,110.9906167,0,8,8,16,10,9,19,4,0.426645,0.443074,0
9286,jute,,8,13.01709064,7,8.873888135,8.873828135,56,115.5122061,0,7,6,13,8,7,15,5,0.385372,0.401735,0.000002
9287,jut,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.324628,0.32797,0
9288,justinian,,25,11.87765635,15,8.111748083,8.111608076,375,96.34855615,0,9,8,17,21,20,41,4,0.427828,0.444153,0.000009
9289,justine,,6,13.30477271,3,9.721185996,9.721165996,18,129.3381701,0,4,2,6,4,2,6,5,0.357235,0.369,0
9290,justify,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,1,3,4,5,4,9,5,0.398764,0.416471,0
9291,justice,,278,9.468911064,197,5.536594555,5.534632671,54766,52.42552144,0,58,79,137,256,241,497,4,0.470936,0.480982,0.000122
9292,just,,1570,7.737701279,1435,3.550878156,3.536434636,2252950,27.47563445,1,367,303,670,1264,1229,2493,4,0.478399,0.490681,0.000495
9293,jury,,69,10.86242567,39,7.156236638,7.155856573,2691,77.73408858,0,21,30,51,66,49,115,4,0.463739,0.474588,0.000019
9294,juror,,11,12.6986369,5,9.210360372,9.210320372,55,116.9590221,0,7,4,11,10,4,14,4,0.409755,0.427258,0.000005
9295,jurisdiction,,34,11.57017165,26,7.561701746,7.56145172,884,87.49018719,0,17,18,35,30,32,62,4,0.425908,0.442628,0.000001
9296,jure,,13,12.53158282,9,8.622573707,8.622493705,117,108.0544965,0,2,6,8,13,10,23,5,0.351686,0.36214,0
9297,jurassic,,125,10.26821844,75,6.502310171,6.501569912,9375,66.7671412,0,24,29,53,78,113,191,4,0.449643,0.463359,0.000004
9298,jura,,153,10.06609426,101,6.204677767,6.203677287,15453,62.45687123,0,20,26,46,135,129,264,4,0.45809,0.4701,0.000001
9299,jupiter,,423,9.049159998,176,5.649314289,5.647562791,74448,51.12154888,0,67,91,158,326,343,669,4,0.460539,0.47326,0.000114
9300,junta,,15,12.38848198,9,8.622573707,8.622493705,135,106.820599,0,7,9,16,14,12,26,4,0.422211,0.439182,0
9301,juno,,51,11.16470654,26,7.561701746,7.56145172,1326,84.42418097,0,32,22,54,43,34,77,4,0.452855,0.465805,0.000006
9302,junk,,16,12.32394346,12,8.334891634,8.334781631,192,102.7187332,0,12,6,18,12,13,25,4,0.423207,0.439891,0
9303,juniper,,12,12.61162553,7,8.873888135,8.873828135,84,111.9141541,0,6,7,13,6,9,15,5,0.368607,0.382872,0.000053
9304,junior,,172,9.949037701,135,5.914523506,5.913182634,23220,58.84381734,0,66,56,122,154,117,271,4,0.447546,0.462134,0.000019
9305,jungle,,69,10.86242567,49,6.927977986,6.92749788,3381,75.25464594,0,19,33,52,62,59,121,4,0.451312,0.464809,0.000009
9306,jungian,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.320334,0.323511,0
9307,jung,,17,12.26331883,12,8.334891634,8.334781631,204,102.2134336,0,6,11,17,13,13,26,4,0.401715,0.419192,0
9308,juneau,,15,12.38848198,4,9.433503923,9.433473923,60,116.8667933,0,8,10,18,13,14,27,4,0.392409,0.409479,0
9309,june,,2105,7.444461431,1704,3.379064577,3.361888245,3586920,25.15531592,0,278,333,611,1739,1864,3603,4,0.483389,0.494812,0.000475
9310,juncture,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,2,2,4,5,0.378607,0.394397,0
9311,junction,,118,10.32584755,66,6.630143542,6.629493344,7788,68.46185147,0,33,41,74,89,103,192,4,0.45783,0.470175,0.000013
9312,jump,,151,10.07925234,102,6.194825471,6.193814981,15402,62.43920913,0,51,60,111,121,125,246,4,0.468228,0.478583,0.000044
9313,jumbo,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,4,2,6,5,3,8,5,0.375381,0.391944,0
9314,jumble,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.338882,0.345659,0
9315,july,,2107,7.443511764,1720,3.369718714,3.352379601,3624040,25.08254089,0,273,338,611,1758,1832,3590,4,0.482968,0.494606,0.000435
9316,julius,,160,10.02135836,126,5.983516377,5.98226562,20160,59.96296188,0,55,19,74,100,129,229,5,0.38931,0.406308,0.000016
9317,julio,,13,12.53158282,11,8.421903011,8.421803008,143,105.5397751,0,9,4,13,10,4,14,5,0.328874,0.333034,0
9318,juliet,,53,11.12624026,34,7.29343776,7.293107712,1802,81.14854086,0,17,27,44,43,42,85,4,0.438675,0.454078,0.000042
9319,julie,,37,11.48561426,34,7.29343776,7.293107712,1258,83.76961277,0,24,17,41,34,19,53,5,0.388076,0.404932,0.000063
9320,julia,,71,10.8338523,53,6.849506371,6.848986246,3763,74.20654035,0,39,29,68,50,42,92,4,0.43821,0.45373,0.000017
9321,jules,,36,11.51301324,30,7.418600903,7.418310866,1080,85.41045041,0,22,11,33,25,21,46,4,0.391543,0.408569,0.000004
9322,jukes,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,1,2,3,1,2,3,5,0.365352,0.378816,0
